f1,f2
0.97293208782153,0.231091223670441
0.463482412897287,0.886106118850781
0.877386903658365,0.479783516231048
0.992277692780112,0.124036210028796
0.0420715975623574,0.999114598927587
0.020587910745722,0.999788047024317
0.0875725317501634,0.996158146598768
0.999512394729636,0.0312245685462397
0.952418297923453,0.3047940071273
0.961527516648908,0.274708637824662
0.545022092330162,0.838421683818805
0.923861094623063,0.382727943404492
0.0995080042244854,0.995036762179979
0.0758720113653178,0.997117565217992
0.640147426458543,0.768252089733022
0.162520294207718,0.986705201616892
0.60900182184246,0.793168823039799
0.995038544241823,0.0994901827016585
0.304780218278027,0.952422710445251
0.979180209385297,0.202992903801031
0.969422914810875,0.245396033264292
0.260010702545778,0.965605735046132
0.245470649128641,0.969404023873604
0.997925232586032,0.0643834694477625
0.0102151303642952,0.999947824638328
0.768223420639543,0.640181831173914
0.99061858213885,0.136655865741339
0.988767484593953,0.149461909468313
0.149465284311288,0.988766974709872
0.986706029340816,0.162515268687822
0.202988901469435,0.979181038837906
0.909897275755176,0.414833639670631
0.44719444467245,0.894436766719266
0.98192551660057,0.189267749047203
0.848782682681178,0.528741863832808
0.805052938185715,0.593202973439624
0.886102671795862,0.463489003010937
0.136630366086348,0.990622099643944
0.99978801298418,0.0205895623290404
0.999117664680154,0.0419987295090685
0.031237296321127,0.999511997057848
0.816566440115151,0.577251461577462
0.38272962277557,0.923860398911081
0.942044239744221,0.335488675280644
0.728157122090485,0.685410246839984
0.827683439435452,0.561195264704105
0.624695199135693,0.78086868875517
0.917068291537233,0.398730171299253
0.655477541767432,0.755214667035291
0.936328414100971,0.351125483765086
0.947396909926318,0.320061082089472
0.56117959973276,0.827694060439836
6.12323399819478e-17,1.00000000040142
0.997119404684181,0.0758478321033146
0.274693692450349,0.961531786386351
0.85873742777424,0.512415877083768
0.670551273588944,0.741863188485928
0.741830184243585,0.670594378228491
0.496164532918102,0.868228516678446
0.930328914320453,0.366726208444296
0.902358086659228,0.430987104487186
0.593203898495887,0.80505225651717
0.780874036862091,0.624688513981628
0.685414904407458,0.728152737858763
0.479807896735663,0.877373571059455
0.965613079855319,0.259983424132831
1.00000000048446,0
0.351112172989353,0.936333403663735
0.0531460637175018,0.998586749755989
0.231063233509831,0.972938735490428
0.43096603738123,0.902368148624578
0.335499076530962,0.942040535790966
0.998589320544299,0.0530977387826559
0.97618364604047,0.216945823014865
0.512451360821468,0.858716253573208
0.189288726018844,0.981921472637873
0.21690911665889,0.976191802829711
0.414810410255741,0.90990786587409
0.366890178550085,0.930264262283784
0.714226119279155,0.699915031569507
0.320050654728853,0.947400432385877
0.755201029603401,0.655493253752652
0.398736887950919,0.917065371234748
0.699922264241879,0.714219031467821
0.175773724113295,0.984430596263778
0.124036892796203,0.99227760741623
0.528730637532921,0.848789675899437
0.996155578584961,0.0876017364434633
0.868269993517638,0.496091946262378
0.999947704265248,0.0102269120435339
0.894439822476443,0.447188332564156
0.0643897204707478,0.997924829239416
0.28965918166726,0.9571298550492
0.984425214548707,0.175803861633504
0.793142633889898,0.609035929318844
0.957136610857526,0.289636857276579
0.838430555815556,0.545008447177232
0.111657040325871,0.993746801823946
0.57717914163287,0.81661756017007
0.993748100828966,0.111645479036861
