f1,f2,f3
44.2776842290644,3.63947100709804,11.4029645936777
92.5965853667478,3.58525,10.6106439694131
34.9894700177681,3.9284921808815,12.0109805870238
34.7817051014545,3.83957054563108,12.3898116563745
91.9386140424587,3.66728028590506,10.6106470542475
34.7817051014545,3.83957054563108,12.3898116563745
72.1368915945587,3.999925962002,10.787315293068
58.659808243058,3.99996970379668,10.9263175642031
32.9977210703449,3.99943568899805,12.4452852274677
42.0134782633374,3.70640827302948,11.4444098678809
90.311631782989,3.87015528357037,10.6106455377468
90.9784692899986,3.78698708831207,10.6106548510847
92.2953978355712,3.62280432498709,10.6106442009175
52.1421830197352,3.89501472003554,11.0039258106868
50.2171808423977,3.60612200125811,11.0524549608611
38.2812251296129,3.7167794162876,12.3738335806728
54.0825371418038,3.70297273453775,10.9998772259947
45.9314676539552,3.62908982074782,11.2128618196513
53.0170522474833,3.62927719474636,11.0206208866301
91.9386140424587,3.66728028590506,10.6106470542475
38.7132467885521,3.70201753828081,12.3725049031778
45.5083510796652,3.61312580911306,11.3769854620809
77.4279771412227,3.65514667810608,10.7624126037632
45.6072579956554,3.73320351375123,11.1279630262048
41.7908906753473,3.69165103929957,11.5495741591799
68.8141713871293,3.6124443289103,10.854635306955
62.4912973770413,3.7238892483747,10.9113182421173
44.4973367341181,3.85603703893009,11.1331461515084
75.8334192013641,3.69776873503203,10.7757416948033
42.9311814064434,3.60956493516564,12.1363637046685
90.9784692899986,3.78698708831207,10.6106548510847
47.0445141972296,3.60799116862438,11.1317965599499
47.9716657286186,3.62873827834539,11.0713087162645
47.0685745178407,3.98547278457294,11.0475000085655
33.8894213788868,3.99568383820942,12.2333534106077
79.9943525288715,3.58565898624176,10.7419433948676
36.1086720926326,3.99996009554653,11.5239985055458
33.5986446433063,3.9306149115428,12.4014666475401
92.5965853667537,3.58525,10.6106439694114
42.1273106162566,3.9999998894289,11.2117674395589
82.8155571880442,3.99996970379668,10.6772435075234
48.4053654546629,3.58525,11.0852834776871
59.7107024018871,3.77155553647901,10.9377938211354
34.6938534737796,3.99568549500581,12.0033546740054
61.0414484320249,3.60965195579475,10.9341078321589
56.7760289460283,3.66635969825101,10.9791353862885
43.3190297545272,3.62143126312628,12.0405209352559
74.0161697565042,3.74654893153107,10.7910764767819
68.9980364812492,3.88277661623175,10.8324410636021
39.4626920444754,3.90153369284649,11.4056545671925
58.7929598511854,3.999925962002,10.9249068543551
34.7817051014545,3.83957054563108,12.3898116563745
44.684879356304,3.69295340442421,11.2087721384758
44.2565965614185,3.66882321595527,11.3006239152021
47.8982095848153,3.69194517890059,11.0677091678692
78.8006128738466,3.61795092400332,10.7524123103286
67.352269941233,3.64803721723578,10.8724294786291
33.2944363385923,3.98487597586348,12.3988130597142
38.8200262213013,3.79362444162771,11.6848548658343
71.819804865993,3.81047832283082,10.8083193293911
34.3607905364807,3.99522442562689,12.0533295863293
47.3162966616998,3.58525713330555,11.2276132925384
42.3686823417354,3.75231184244869,11.3255215511791
51.9339953532373,3.58525138934235,11.0299271285997
45.8849280264586,3.60950808961504,11.2980730840024
92.5965855217522,3.58525,10.6106439485897
46.3169656124742,3.65440787341605,11.1245377603409
92.5965832537258,3.58525,10.6106442532798
59.1872880704128,3.6395417292167,10.9539250205737
38.7950280470276,3.81476273886691,11.4864163000634
91.5077466634115,3.72094272655679,10.610669367595
39.2661510878843,3.77190793032239,11.9613556383333
70.479942260947,3.58534976396362,10.8414321733534
64.7984554896996,3.68080399442309,10.8901180308603
89.4458826958886,3.97810572050533,10.6106439415239
33.9307309100156,3.88764807005262,12.4010265070614
34.1774061583861,3.98907990123794,12.1672358783654
43.1610165094329,3.62484026203056,11.8617955053536
56.3338761801815,3.82767861846019,10.9696203582428
33.8534038720642,3.99393446726465,12.3454176270724
34.9894700177681,3.9284921808815,12.0109805870238
51.0576501335272,3.7424670675159,11.0280113155086
65.3741969980663,3.97992662395851,10.8617219988603
56.6793548377975,3.58555112063439,10.9810431224918
40.4761183871848,3.99954454134858,11.3023958532422
39.3091045279671,3.69216221846803,12.3526201899472
35.4927035809488,3.98423217417117,11.7352970399413
34.1922614460707,3.85339599190044,12.4040585217546
63.1043149866665,3.58909770912912,10.9203759647228
45.4417879978129,3.58617295333555,11.7581325902954
43.3221756436971,3.80441649600505,11.2421546204007
47.4858510483648,3.77284895330474,11.0614039501722
42.7522771594883,3.70640827302948,11.4376417237614
39.2558951377298,3.75814397948389,12.1913162154691
54.9682899265216,3.60719403443032,10.9972454951099
50.0725274619847,3.999925962002,11.0148247234348
36.0457166751899,3.80226464202941,12.3596669145528
34.4294364599285,3.85245953059621,12.3982869060015
50.4697457347788,3.65515532230025,11.0403884752513
92.5965853667504,3.58525,10.6106439694123
