f1,f2
6.12323403855224e-17,1.0000000069923
0.0101975565422056,0.999948009567968
0.0206137670503436,0.9997875219167
0.0312284505630777,0.999512280891402
0.0420657001772294,0.99911485330463
0.0531124092187287,0.998588546708403
0.0643809796778265,0.99792539978556
0.0758665791884058,0.997117985019973
0.08756571169165,0.996158752430195
0.0995070246833622,0.995036866522688
0.111655611278527,0.993746969745448
0.124036268613463,0.992277692936884
0.136633737606895,0.990621642271845
0.149470675292957,0.988766166894365
0.162518445342794,0.986705514466068
0.175788598796484,0.984427947001354
0.189289532549257,0.9819213243893
0.20300438343056,0.979177835527073
0.216928756325627,0.976187445178659
0.231072555014034,0.972936529767066
0.245422074315472,0.969416329506625
0.259963111078889,0.96561855487173
0.274715932670467,0.961525437574512
0.289642931099882,0.957134780557894
0.304791936116991,0.952418967454963
0.320048138348819,0.947401288849737
0.335514454664162,0.942035064466522
0.351120971275756,0.936330112618676
0.366871031274562,0.930271821232236
0.382736110091,0.923857716350873
0.398722658274176,0.917071565862508
0.414807366478832,0.909909258643854
0.430982282858114,0.902360395591028
0.447211572876046,0.894428209137936
0.46349404589967,0.886100040656465
0.479813071731152,0.877370746288312
0.496136597506276,0.868244488659646
0.512457279857552,0.858712728035268
0.528749482968921,0.848777943587133
0.544972332695959,0.838454033806588
0.561158269833459,0.827708529085567
0.577225853317812,0.816584550503015
0.593202883315769,0.805053010451871
0.609010030333667,0.793162529377602
0.624698533399194,0.780866029282975
0.640187742225413,0.768218502777738
0.655473486620436,0.755218194679927
0.670538844905015,0.741874430173715
0.685356875368162,0.728207367373913
0.699928756402746,0.714212679316148
0.714214306866253,0.699927096049753
0.728197100262551,0.685367786972417
0.741873660679529,0.670539709662088
0.75521996418622,0.655471450433086
0.768219335873487,0.640186743980781
0.780870908030578,0.624692437614039
0.793154976576694,0.609019865709418
0.805048049905441,0.593209620222121
0.816578024594956,0.57723508927339
0.827710150577002,0.561155882623735
0.838443672575243,0.544988284750185
0.848774979168965,0.528754245687115
0.858719625705192,0.512445727277045
0.868242875156378,0.496139426151984
0.877371048782872,0.479812531343299
0.886100196311542,0.463493757056624
0.894429118852183,0.447209764197321
0.902359247272601,0.430984701070705
0.909907088222358,0.414812143540764
0.917069589327046,0.398727216123136
0.92385417542055,0.382744669712326
0.930276566457261,0.366859016006112
0.936329823500752,0.35112175054116
0.942033582563403,0.335518636299606
0.947396317387096,0.320062866530495
0.952423087710148,0.304779127387431
0.957126621788198,0.289669900579138
0.961524930592578,0.274717725017255
0.965615683221644,0.259973792774254
0.969415821506586,0.245424092263541
0.972938736016202,0.231063271429974
0.976189295457071,0.216920448951729
0.979178063817921,0.203003296391547
0.981923224431689,0.189279700957251
0.984426939348479,0.175794266499947
0.986705750581301,0.162517025722751
0.988765949658712,0.149472122801925
0.990620620295736,0.136641168845455
0.992278484325419,0.12402995316229
0.993746650674717,0.111658471493622
0.995036278975782,0.0995129310994821
0.996156514807308,0.087591206634778
0.997118288156842,0.0758626412275931
0.997925387179115,0.0643814384061108
0.998587660678293,0.0531291417347657
0.999114922571809,0.0420641865433886
0.99951203818739,0.0312366599054948
0.999787214499225,0.0206296321270913
0.999947970635378,0.0102029016786188
1.000000021152,0
