f1,f2,f3
0.208136610986073,0.626308662276763,0.755730166810299
0.854117682652567,0.377199349991822,0.358480498530761
0.211174227241484,0.713108739249628,0.66909520461396
0.864715986589239,0.457046105750392,0.25590583166647
0.833532929929669,0.263983438924808,0.485640254005851
0.45029873622874,0.543535282489915,0.711303785077447
0.904532782386517,0.42665607100932,0.125457162599933
0.914160878597036,0.361131300926314,0.239084667475293
0.429370616631494,0.884896807764858,0.193265644007924
0.304484362257011,0.420797106358669,0.856526781710021
0.737157835300836,0.213716381150323,0.644374329335184
0.795338511992471,0.114265681420951,0.600353908089749
0.524289508083171,0.609103700037607,0.596576309774421
0.432713503227776,0.685101734041886,0.589298177320971
0.795118733208138,0.512230897847709,0.360582377894614
0.330282773231125,0.726600815625452,0.609505113098341
0.138280975957917,0.867573917611964,0.4778459653916
0.368445612989167,0.927047087342565,0.101373211398932
0.482720404774049,0.80349250592216,0.365234956234142
0.544898387049262,0.801689743844056,0.250571858254601
0.604243503391657,0.351540513920743,0.715149881738552
0.570238829463343,0.814475998306453,0.120158014722255
0.944153773499432,0.241394166066503,0.234858536399337
0.344048468764249,0.809316702262159,0.484492974264369
0.24036824113553,0.811554329465989,0.550337037746209
0.590713679092494,0.519639291637403,0.624885561409301
0.746926005526723,0.655877446404264,0.119110363081355
0.520038650481984,0.409985239731775,0.756356748612219
0.549371321485364,0.0804973747102029,0.832015676171557
0.785375983001771,0.57840986176596,0.239092663258637
0.47806392343248,0.294786124994874,0.827476763269866
0.462684002260534,0.749943078863869,0.484125189730019
0.113494575230892,0.778646955168781,0.617335535673469
0.46653936025069,0.187251631886369,0.865825836178872
0.141194324434656,0.984821828179713,0.1311347328368
0.460591626370379,0,0.889293434012852
0.33434111127998,0.639754191450836,0.698261559684655
0.431744971049391,0.396245761013971,0.81724887137645
0.889371635752551,0.25694550503368,0.379695086583386
0.682103233317076,0.54504505058115,0.487563650115177
0.554510351099265,0.676941967152979,0.492807347018211
0.223319597422123,0.902666046911292,0.367944037701657
0.546226713606761,0.838218106561943,2.89916064008165e-115
6.12382463770751e-17,1.00009645915396,0
0.654406113182983,0,0.756537951283956
0.344573369105002,0.52645076699383,0.781548470058389
0.641892686944347,0.149456678216461,0.762431956093838
0.337137250868507,0.216712682021933,0.92946191008646
0.339069653896316,0.869963499259355,0.368877185308507
0.595421709758663,0.71750727184346,0.366172663592028
0.242750703156036,0.970380404836704,0.0848691194414846
0.678679468442278,0.741539737709961,4.05435328339428e-15
0.309359125787341,0.916800935901764,0.252625362974322
0.139887530918225,0.959719879068783,0.244224741807428
0.711929769669055,0.110737144317551,0.696945261512674
0.199369014263714,0.323148005240063,0.931329899956421
0.122988100889238,0,0.992440035829233
0.831512944686066,0.555770586446085,0
0.681915244878585,0.427279583248484,0.601262765737059
0.780684747280026,0.399285249765349,0.487046286466732
0.794091429418331,5.85381321070458e-215,0.621624086380766
0.425074901588863,0.905221868158845,1.19792262256362e-05
0.37145700755874,0.0879381857904403,0.936083628118048
3.55270124717703e-17,0.580200144180438,0.814752295583043
0.968737336576185,0.248647758212466,0
0.988223543014661,0.111431086858916,0.109271636592761
0.991906478743771,0,0.144606625626565
6.08004895678136e-17,0.992947347923422,0.121512167177726
0.651684787020609,0.751820808943328,0.132374935975885
0.115039530243986,0.244983409018816,0.96299793455844
0.892483151079297,0.462656261342505,7.65121595546247e-08
0.141939340345918,0.989901731028314,1.19788483838041e-05
0.0877940729615583,0.927435102657158,0.370454119122287
0.760646103589889,0.336650285078972,0.58755754683771
1.00001665509402,0,0
4.9036593748688e-17,0.800828349575227,0.599683442642806
0.267983210727862,0,0.965901132678113
0.767900070561034,0.648806667168357,6.27001381478633e-09
0.354662282765672,0.30680757965969,0.884395979102729
6.05028392450838e-17,1.51031083057083e-17,1.01840663679284
0.993206855839696,0.118845828612735,8.80408852470953e-190
0.694413705556688,0.637040695017466,0.348208854333887
5.94660445804167e-17,0.971154207430571,0.253453879571649
0.949985191926311,0.341934164887869,0.0860605717061732
0.00267945652111229,0.156119598217167,0.987813578040128
0.105890088869139,0.66435370881701,0.739977229238431
0.0410784774887265,0.42786209790318,0.905997894803747
0.967219241186799,0,0.259510568107991
4.04484710421997e-17,0.660573662060955,0.754482600918651
0.222887465100121,0.50796884432182,0.832397465760183
0.934569650083435,0.13426891354047,0.348244035744899
0.929739141793791,6.31070246735926e-235,0.368519210745665
1.63800357150647e-17,0.267506283876611,0.964182128772695
0.116453588278543,0.104858202973867,0.991376103453505
0.306556269715664,0.973895253073043,0
0.967029036603338,0.229813266301107,0.110981330016132
5.3802625794441e-17,0.878663559679418,0.47836896330602
0.668527036628064,0.268310659259617,0.696819246101949
0.875882121462774,0,0.485068512162067
0.838422553550545,0.536897307063145,0.121836278253374
