f1,f2
0.235066865663573,0.971979201766762
0.796757810498247,0.604299534020779
0.498096835237135,0.867121411756598
0.863725963953604,0.503961854543091
0.877308362798058,0.479927115888188
0.930232450651991,0.366970887197857
0.89910751044247,0.437728367218334
0.925278660577469,0.379288017580275
0.429731640164729,0.902956653135318
0.911893043720886,0.410427919144723
0.965314821161375,0.26139150098677
0.906172131232176,0.422909572975597
0.884829445579874,0.465915096440014
0.999577025831996,0.0290821152749512
0.651723098590782,0.758456988077531
0.755919287898463,0.65466482292665
0.14402680201248,0.989573787194315
0.983419405539772,0.181803686563286
0.12452931059358,0.992215929536117
0.385459025466834,0.92272495343209
0.785926705804848,0.618459931415565
0.599580922549198,0.800314136645906
0.56135268370283,0.827576687191084
0.870867013416805,0.491518712709118
0.332591311092987,0.943072373688366
0.841336938790917,0.540511013272742
0.19166347376917,0.981460703761193
0.675561268591006,0.73730434367007
0.774760773290553,0.63225449332883
0.547679457854431,0.836689779669776
0.979993556090886,0.199029219205054
0.99186403935299,0.127303352053435
0.857079064531967,0.515763279493147
0.996455850050761,0.0845855577071258
0.999140345004226,0.0414556508195908
0.936541771289803,0.350556002363504
0.765503780951206,0.643431395992936
0.989252258678374,0.146219826884157
0.997772312238795,0.0667114950637391
0.253991945149974,0.967206333913901
0.892212459754014,0.451616375829635
0.401030000264856,0.916064920780544
0.948462382290415,0.316889761981818
0.943403341256497,0.331647608850316
0.110740142837391,0.993849440778359
0.663399232902483,0.74826567917039
0.99850688932832,0.0546259275793265
0.574451842108771,0.818539914015075
0.0837741710736548,0.996484767973707
0.956190283351891,0.292745910025836
0.100083896492937,0.995767545097495
0.97344641026776,0.229934084711948
0.83335386030489,0.552740198744949
0.471340279377978,0.881951439795081
0.457327022957664,0.889298599754906
0.848418362921183,0.529636637259112
6.12323399573678e-17,1
1,0
0.960540791173021,0.278139248650167
0.995982608299081,0.105890268554309
0.443895797390716,0.896078465279672
0.587279224732917,0.809384403233203
0.218634620050292,0.975806795910242
0.714759273686299,0.699394184966791
0.512165315679753,0.859521791782716
0.524948130869129,0.851134248468172
0.283213714363474,0.959131617184048
0.0287929202796551,0.999585501370527
0.536076013139707,0.844169715245109
0.612309025317744,0.790619186280114
0.986471479971539,0.164004512871907
0.629260405051921,0.777194561826352
0.749492974456343,0.665466046582646
0.684789719634397,0.728740775323556
0.350218500515644,0.936668585010452
0.969470500539412,0.245581149713759
0.364756822354907,0.93110281957427
0.730238813270109,0.683197730953459
0.0147523234821039,0.999891178554936
0.698251170715981,0.715853065111247
0.072110405043122,0.997396658236926
0.818984905738411,0.573970928703694
0.156427518138714,0.987689446795321
0.173519211286829,0.985021684151081
0.826235545709414,0.563324793531207
0.206015442176297,0.97854874052614
0.268853127252878,0.963181185536229
0.298797248620726,0.954316744126283
0.486171398421096,0.877643049261279
0.639159599700688,0.769074122645827
0.414296265996033,0.910142079008431
0.318412619849605,0.948388112988541
0.0449114189838916,0.998990973296849
0.0597445263485132,0.998213700352482
0.999842492908338,0.0177479400169074
0.95210489747293,0.305771624324838
0.977091377537491,0.213691299367041
0.919259414137332,0.393653784856461
0.810309128020534,0.586401495666436
0.805774291371148,0.598740449045786
