f1,f2,f3
0.564271690732763,0,0.825589162238003
0.589711352631648,0,0.807614096072421
0.304980737058981,0,0.952358519696302
0.870103183024625,0,0.494702925549561
0.602316845323084,0,0.798257116215704
0.789832143147742,0,0.613323089987767
0.576819989141644,0,0.816871545572138
0.209981243486867,0,0.977705416373145
0.834232238398394,0,0.551510889229443
0.928734142584367,0,0.374039999660741
0.703710724115314,0,0.710486605637758
0.384187912573791,0,0.923254920453714
0.681403376254111,0,0.731949725980312
0.291269573229016,0,0.956641017159305
0.248270248245874,0,0.968690809278773
0.801058786893266,0,0.598586524269403
0.828665664093514,0,0.561977585485518
0.537929764905866,0,0.842991366182625
0.152355849081813,0,0.988325703047269
0.276132011918698,0,0.961119768763095
0.448684863671358,2.80588615918944e-121,0.893743050636818
0.614590697647261,0,0.788873814315543
0.166930062977054,0,0.985968905458134
0.932210432053108,0,0.361916718449886
0.876264121995896,0,0.481831079027073
0.937583293531477,0,0.347760791069318
0.978001571686328,0,0.2117225823625
0.736912589770818,0,0.675988043561296
0.725516453651986,0,0.688204820914909
0.371652251511493,0,0.928372018327947
0.906943009446855,0,0.425438307582011
0.120470605328919,0,0.992716894816681
0.758295694840728,0,0.651910760150811
0.397740917511565,0,0.917497774726774
0.410137627163777,0,0.912023646005617
0.994418260359045,0,0.105509826388331
0.922736582691294,0,0.385434631118492
0.235044780052401,0,0.971984542764425
0.842688405802129,0,0.538401575382172
0.996189259790025,0,0.0872179326376776
0.883863676638158,0,0.467744589682661
0.360434529364138,0,0.933118239357907
0.523987598583087,0,0.851725892967954
0.318900173081833,0,0.947788309744678
0.766512887017929,0,0.642233713322175
0.748407022500127,0,0.663239721874757
0.692778015623468,0,0.722543937247472
0.509336576453415,0,0.860592116513609
0.626951965337702,0,0.779629055203075
0.984909947540969,0,0.175001175744192
0.335071517642492,0,0.942872799525297
0.999856322498096,0,0.0169509415435065
0.659159781707445,0,0.75214156226441
0.898698195487542,0,0.438567615574005
0.714316796422015,0,0.700124462297544
0.196781227510322,0,0.980447422609304
0.100594359273875,0,0.994949502073538
0.947619908975046,0,0.319400232164839
0.94278115296035,0,0.333412203841661
0.0322226190253579,0,0.99948071658956
0.346817644543861,0,0.938083785983292
1,0,0
0.990136771986809,0,0.140115263147178
0.998797104921415,0,0.0490341025648155
0.965848032822052,0,0.259109269904236
0.435603397167198,0,0.900244377402426
0.477978227058023,0,0.878432283528899
0.860529385323579,0,0.50963020007386
0.46312161852935,0,0.886294862358292
0.912528131602954,0,0.409013948548811
0.987879107400551,0,0.155264186799899
0.136433430652972,0,0.990649241417981
0.649778999960138,0,0.760123181609326
0.669228403747482,0,0.743056756659679
0.0161768216449559,0,0.99987227917408
0.811165390697641,0,0.584816980041553
0.637114370016374,0,0.77117512593153
0.493127603505994,0,0.869956991276303
0.961814792523035,0,0.273878457339958
0.425094496809427,0,0.905710294217976
0.0850333368512144,0,0.99660294274121
0.551952614822186,0,0.834779128066883
0.181797308028468,0,0.983336031583338
0.981941544282472,0,0.190930101092069
0.0493655851029539,0,0.998780776286414
0.778664015597379,0,0.627449621882616
0.992634797792024,0,0.121146083687015
0.0708450458024706,0,0.997487777846466
0.262993667704374,0,0.964797677792398
0.222589654001444,0,0.974912224731825
0.955498507964556,0,0.29499593434159
0.89155337503734,0,0.452915892868771
0.999531621530891,0,0.0306029062296592
0.819318702798046,0,0.573338350154757
0.973730389446464,0,0.227704158391618
0.852128170062285,0,0.523929163338783
0.917471101727749,0,0.397802435454869
0.970470434491588,0,0.243650930745144
6.12323399573678e-17,0,1
0.998091720550988,0,0.0617688835122926
