f1,f2
2983.55488289581,0.00315691481467114
1414.89030025044,0.0386307922736308
1400.00090770886,0.03999995461466
2050.86337110375,0.0155196543721017
3048.52549358178,0.00276145312530648
2756.75331404435,0.0049060813027288
1580.88771631594,0.0296612372536808
2875.53834567137,0.00389149994282365
1456.26848063165,0.0356105342678006
2293.63059820838,0.0109867647126793
1429.17819498044,0.0374536674413611
2724.98895488671,0.00522790134160296
2667.48629434675,0.00586145246720746
2694.74632024876,0.00554856884007057
2610.78183813138,0.00653542456222293
1442.45053732385,0.0366109538071959
1495.68957908659,0.0335173631812402
1469.39413293063,0.0348490275419134
1748.88659181386,0.0235197230277819
2832.25843590805,0.00425277065662316
1860.45662657936,0.0202434552068209
2416.05414495517,0.00909486147774052
1881.91209637705,0.0196615807651278
2278.55464832402,0.011316336688298
2064.96311608293,0.0153018134459246
2143.08149302522,0.0136675151503362
1482.39738766573,0.0343481669196014
1907.90758737067,0.018955517309871
1664.07067629962,0.0265706740541083
2023.1843392415,0.0161902469935217
1508.04866859864,0.0329193999641706
2478.91264015728,0.0082303603876934
1894.90760466956,0.0192487072316045
1847.92940273285,0.0205393255996205
2250.56242606817,0.0118529994393951
2385.69127244212,0.00960960001359929
2363.58527498502,0.0099119802476057
1728.57276795964,0.024176786078481
2119.89623067122,0.0141022388008535
2345.86849026767,0.010215142676232
2798.41662097363,0.0045845978398389
1545.28200221925,0.0313290221611508
1793.70996381418,0.0221273269621964
2107.32184987289,0.0144947840456561
2327.8857740362,0.0104488701783167
2173.44333926995,0.0131286882411485
2204.74707537706,0.012619208744291
1532.54461359702,0.0318830078148549
2455.93826884971,0.00852212848846034
2397.10836585055,0.00935943056658344
1554.96095472237,0.0307665590329257
1738.11923641893,0.0238283024317151
2637.67597654519,0.00621185648436709
1803.16875437501,0.0218542902678105
1607.02482699222,0.0288615359924022
2542.01445059658,0.00737081783582172
2497.88872912192,0.00797363408712512
2039.39436323992,0.0158477332928273
1681.23034012959,0.0257778527716532
2309.0716753941,0.0107227815719358
2926.71678492187,0.00353118028351923
1672.34940202401,0.0261838489748009
2565.52029988735,0.00707766155095797
1520.47187672898,0.0323300151933865
1707.75666749939,0.0251727288155012
2089.90052051748,0.0147305746864434
2078.61712707559,0.0149907428148686
2188.38083957418,0.0128850327079043
2444.48135200407,0.00883768065859122
1838.07358248995,0.0208312570074435
1954.88809722611,0.0178316302301552
1817.21445236678,0.0213976950281025
1638.50593564214,0.0273410115114485
1782.72063541607,0.0224209651803229
2230.14804692049,0.0120486526711595
1723.41872170495,0.0250228945513651
2002.22094226684,0.0166123725437375
2589.67865025565,0.00677532450561355
1649.15171361068,0.027039081040077
1943.06967605151,0.0180279920707808
2524.51911865292,0.00761447080041167
1568.29683338569,0.0302020081328477
1966.61506875126,0.0174790976250976
2219.48499787491,0.0123582361700323
1628.99778439436,0.0277256746192593
1977.28790610215,0.017303727411993
1918.96521444611,0.0186346384392775
1827.61193542614,0.0211079313756565
1993.59039598637,0.0169371166572146
1873.88884260349,0.0198897879068072
1594.03664405841,0.0291783072884445
2131.28183647925,0.0139050446471265
1772.48839422828,0.0228099508150541
1930.86331252292,0.0183576908342497
1610.88726955194,0.0284428887388
2009.59578325206,0.0165109927927215
2161.08240359929,0.0133816781846792
2261.27818647819,0.0115132835841955
1697.12430285453,0.025496719048447
1762.56668340424,0.0230996123152907
