Phase,ConfigID,ProblemTag,ExpectedRuns,FoundRuns,MissingRuns,ExtraRuns,Status
B,B02,ZDT1_M2,30,30,0,0,OK
B,B02,ZDT6_M2,30,30,0,0,OK
B,B02,WFG4_M2,30,30,0,0,OK
B,B02,WFG9_M2,30,30,0,0,OK
B,B02,DTLZ1_M3,30,30,0,0,OK
B,B02,DTLZ2_M3,30,30,0,0,OK
B,B02,DTLZ4_M3,30,30,0,0,OK
B,B02,DTLZ7_M3,30,30,0,0,OK
B,B02,WFG2_M3,30,30,0,0,OK
B,B02,WFG5_M3,30,30,0,0,OK
B,B02,MaF1_M3,30,30,0,0,OK
B,B02,MaF5_M3,30,30,0,0,OK
B,B05,ZDT1_M2,30,30,0,0,OK
B,B05,ZDT6_M2,30,30,0,0,OK
B,B05,WFG4_M2,30,30,0,0,OK
B,B05,WFG9_M2,30,30,0,0,OK
B,B05,DTLZ1_M3,30,30,0,0,OK
B,B05,DTLZ2_M3,30,30,0,0,OK
B,B05,DTLZ4_M3,30,30,0,0,OK
B,B05,DTLZ7_M3,30,30,0,0,OK
B,B05,WFG2_M3,30,30,0,0,OK
B,B05,WFG5_M3,30,30,0,0,OK
B,B05,MaF1_M3,30,30,0,0,OK
B,B05,MaF5_M3,30,30,0,0,OK
