Phase,ConfigID,ProblemTag,ExpectedRuns,FoundRuns,MissingRuns,ExtraRuns,Status
A,A01,ZDT1_M2,30,30,0,0,OK
A,A01,ZDT6_M2,30,30,0,0,OK
A,A01,WFG4_M2,30,30,0,0,OK
A,A01,WFG9_M2,30,30,0,0,OK
A,A01,DTLZ1_M3,30,30,0,0,OK
A,A01,DTLZ2_M3,30,30,0,0,OK
A,A01,DTLZ4_M3,30,30,0,0,OK
A,A01,DTLZ7_M3,30,30,0,0,OK
A,A01,WFG2_M3,30,30,0,0,OK
A,A01,WFG5_M3,30,30,0,0,OK
A,A01,MaF1_M3,30,30,0,0,OK
A,A01,MaF5_M3,30,30,0,0,OK
A,A04,ZDT1_M2,30,30,0,0,OK
A,A04,ZDT6_M2,30,30,0,0,OK
A,A04,WFG4_M2,30,30,0,0,OK
A,A04,WFG9_M2,30,30,0,0,OK
A,A04,DTLZ1_M3,30,30,0,0,OK
A,A04,DTLZ2_M3,30,30,0,0,OK
A,A04,DTLZ4_M3,30,30,0,0,OK
A,A04,DTLZ7_M3,30,30,0,0,OK
A,A04,WFG2_M3,30,30,0,0,OK
A,A04,WFG5_M3,30,30,0,0,OK
A,A04,MaF1_M3,30,30,0,0,OK
A,A04,MaF5_M3,30,30,0,0,OK
A,A07,ZDT1_M2,30,30,0,0,OK
A,A07,ZDT6_M2,30,30,0,0,OK
A,A07,WFG4_M2,30,30,0,0,OK
A,A07,WFG9_M2,30,30,0,0,OK
A,A07,DTLZ1_M3,30,30,0,0,OK
A,A07,DTLZ2_M3,30,30,0,0,OK
A,A07,DTLZ4_M3,30,30,0,0,OK
A,A07,DTLZ7_M3,30,30,0,0,OK
A,A07,WFG2_M3,30,30,0,0,OK
A,A07,WFG5_M3,30,30,0,0,OK
A,A07,MaF1_M3,30,30,0,0,OK
A,A07,MaF5_M3,30,30,0,0,OK
A,A10,ZDT1_M2,30,30,0,0,OK
A,A10,ZDT6_M2,30,30,0,0,OK
A,A10,WFG4_M2,30,30,0,0,OK
A,A10,WFG9_M2,30,30,0,0,OK
A,A10,DTLZ1_M3,30,30,0,0,OK
A,A10,DTLZ2_M3,30,30,0,0,OK
