Phase,ConfigID,ProblemTag,ExpectedRuns,FoundRuns,MissingRuns,ExtraRuns,Status
C,C01,ZDT1_M2,30,30,0,0,OK
C,C01,ZDT6_M2,30,30,0,0,OK
C,C01,WFG4_M2,30,30,0,0,OK
C,C01,WFG9_M2,30,30,0,0,OK
C,C01,DTLZ1_M3,30,30,0,0,OK
C,C01,DTLZ2_M3,30,30,0,0,OK
C,C01,DTLZ4_M3,30,30,0,0,OK
C,C01,DTLZ7_M3,30,30,0,0,OK
C,C01,WFG2_M3,30,30,0,0,OK
C,C01,WFG5_M3,30,30,0,0,OK
C,C01,MaF1_M3,30,30,0,0,OK
C,C01,MaF5_M3,30,30,0,0,OK
C,C04,ZDT1_M2,30,30,0,0,OK
C,C04,ZDT6_M2,30,30,0,0,OK
C,C04,WFG4_M2,30,30,0,0,OK
C,C04,WFG9_M2,30,30,0,0,OK
C,C04,DTLZ1_M3,30,30,0,0,OK
C,C04,DTLZ2_M3,30,30,0,0,OK
C,C04,DTLZ4_M3,30,30,0,0,OK
C,C04,DTLZ7_M3,30,30,0,0,OK
C,C04,WFG2_M3,30,30,0,0,OK
C,C04,WFG5_M3,30,30,0,0,OK
C,C04,MaF1_M3,30,30,0,0,OK
C,C04,MaF5_M3,30,30,0,0,OK
C,C07,ZDT1_M2,30,30,0,0,OK
C,C07,ZDT6_M2,30,30,0,0,OK
C,C07,WFG4_M2,30,30,0,0,OK
C,C07,WFG9_M2,30,30,0,0,OK
C,C07,DTLZ1_M3,30,30,0,0,OK
C,C07,DTLZ2_M3,30,30,0,0,OK
C,C07,DTLZ4_M3,30,30,0,0,OK
C,C07,DTLZ7_M3,30,30,0,0,OK
C,C07,WFG2_M3,30,30,0,0,OK
C,C07,WFG5_M3,30,30,0,0,OK
C,C07,MaF1_M3,30,30,0,0,OK
C,C07,MaF5_M3,30,30,0,0,OK
C,C10,ZDT1_M2,30,30,0,0,OK
C,C10,ZDT6_M2,30,30,0,0,OK
C,C10,WFG4_M2,30,30,0,0,OK
C,C10,WFG9_M2,30,30,0,0,OK
C,C10,DTLZ1_M3,30,30,0,0,OK
C,C10,DTLZ2_M3,30,30,0,0,OK
C,C10,DTLZ4_M3,30,30,0,0,OK
C,C10,DTLZ7_M3,30,30,0,0,OK
C,C10,WFG2_M3,30,30,0,0,OK
C,C10,WFG5_M3,30,30,0,0,OK
C,C10,MaF1_M3,30,30,0,0,OK
C,C10,MaF5_M3,30,30,0,0,OK
C,C13,ZDT1_M2,30,30,0,0,OK
C,C13,ZDT6_M2,30,30,0,0,OK
C,C13,WFG4_M2,30,30,0,0,OK
C,C13,WFG9_M2,30,30,0,0,OK
C,C13,DTLZ1_M3,30,30,0,0,OK
C,C13,DTLZ2_M3,30,30,0,0,OK
C,C13,DTLZ4_M3,30,30,0,0,OK
C,C13,DTLZ7_M3,30,30,0,0,OK
C,C13,WFG2_M3,30,30,0,0,OK
C,C13,WFG5_M3,30,30,0,0,OK
C,C13,MaF1_M3,30,30,0,0,OK
C,C13,MaF5_M3,30,30,0,0,OK
C,C16,ZDT1_M2,30,30,0,0,OK
C,C16,ZDT6_M2,30,30,0,0,OK
C,C16,WFG4_M2,30,30,0,0,OK
C,C16,WFG9_M2,30,30,0,0,OK
C,C16,DTLZ1_M3,30,30,0,0,OK
C,C16,DTLZ2_M3,30,30,0,0,OK
C,C16,DTLZ4_M3,30,30,0,0,OK
C,C16,DTLZ7_M3,30,30,0,0,OK
C,C16,WFG2_M3,30,30,0,0,OK
C,C16,WFG5_M3,30,30,0,0,OK
C,C16,MaF1_M3,30,30,0,0,OK
C,C16,MaF5_M3,30,30,0,0,OK
C,C19,ZDT1_M2,30,30,0,0,OK
C,C19,ZDT6_M2,30,30,0,0,OK
C,C19,WFG4_M2,30,30,0,0,OK
C,C19,WFG9_M2,30,30,0,0,OK
C,C19,DTLZ1_M3,30,30,0,0,OK
C,C19,DTLZ2_M3,30,30,0,0,OK
C,C19,DTLZ4_M3,30,30,0,0,OK
C,C19,DTLZ7_M3,30,30,0,0,OK
C,C19,WFG2_M3,30,30,0,0,OK
C,C19,WFG5_M3,30,30,0,0,OK
C,C19,MaF1_M3,30,30,0,0,OK
C,C19,MaF5_M3,30,30,0,0,OK
C,C22,ZDT1_M2,30,30,0,0,OK
C,C22,ZDT6_M2,30,30,0,0,OK
C,C22,WFG4_M2,30,30,0,0,OK
C,C22,WFG9_M2,30,30,0,0,OK
C,C22,DTLZ1_M3,30,30,0,0,OK
C,C22,DTLZ2_M3,30,30,0,0,OK
C,C22,DTLZ4_M3,30,30,0,0,OK
C,C22,DTLZ7_M3,30,30,0,0,OK
C,C22,WFG2_M3,30,30,0,0,OK
C,C22,WFG5_M3,30,30,0,0,OK
C,C22,MaF1_M3,30,30,0,0,OK
C,C22,MaF5_M3,30,30,0,0,OK
C,C25,ZDT1_M2,30,30,0,0,OK
C,C25,ZDT6_M2,30,30,0,0,OK
C,C25,WFG4_M2,30,30,0,0,OK
C,C25,WFG9_M2,30,30,0,0,OK
C,C25,DTLZ1_M3,30,30,0,0,OK
C,C25,DTLZ2_M3,30,30,0,0,OK
C,C25,DTLZ4_M3,30,30,0,0,OK
C,C25,DTLZ7_M3,30,30,0,0,OK
C,C25,WFG2_M3,30,30,0,0,OK
C,C25,WFG5_M3,30,30,0,0,OK
C,C25,MaF1_M3,30,30,0,0,OK
C,C25,MaF5_M3,30,30,0,0,OK
C,C28,ZDT1_M2,30,30,0,0,OK
