Phase,ConfigID,ProblemTag,ExpectedRuns,FoundRuns,MissingRuns,ExtraRuns,Status
A,A02,ZDT1_M2,30,30,0,0,OK
A,A02,ZDT6_M2,30,30,0,0,OK
A,A02,WFG4_M2,30,30,0,0,OK
A,A02,WFG9_M2,30,30,0,0,OK
A,A02,DTLZ1_M3,30,30,0,0,OK
A,A02,DTLZ2_M3,30,30,0,0,OK
A,A02,DTLZ4_M3,30,30,0,0,OK
A,A02,DTLZ7_M3,30,30,0,0,OK
A,A02,WFG2_M3,30,30,0,0,OK
A,A02,WFG5_M3,30,30,0,0,OK
A,A02,MaF1_M3,30,30,0,0,OK
A,A02,MaF5_M3,30,30,0,0,OK
A,A05,ZDT1_M2,30,30,0,0,OK
A,A05,ZDT6_M2,30,30,0,0,OK
A,A05,WFG4_M2,30,30,0,0,OK
A,A05,WFG9_M2,30,30,0,0,OK
A,A05,DTLZ1_M3,30,30,0,0,OK
A,A05,DTLZ2_M3,30,30,0,0,OK
A,A05,DTLZ4_M3,30,30,0,0,OK
A,A05,DTLZ7_M3,30,30,0,0,OK
A,A05,WFG2_M3,30,30,0,0,OK
A,A05,WFG5_M3,30,30,0,0,OK
A,A05,MaF1_M3,30,30,0,0,OK
A,A05,MaF5_M3,30,30,0,0,OK
A,A08,ZDT1_M2,30,30,0,0,OK
A,A08,ZDT6_M2,30,30,0,0,OK
A,A08,WFG4_M2,30,30,0,0,OK
A,A08,WFG9_M2,30,30,0,0,OK
A,A08,DTLZ1_M3,30,30,0,0,OK
A,A08,DTLZ2_M3,30,30,0,0,OK
A,A08,DTLZ4_M3,30,30,0,0,OK
A,A08,DTLZ7_M3,30,30,0,0,OK
A,A08,WFG2_M3,30,30,0,0,OK
A,A08,WFG5_M3,30,30,0,0,OK
A,A08,MaF1_M3,30,30,0,0,OK
A,A08,MaF5_M3,30,30,0,0,OK
A,A11,ZDT1_M2,30,30,0,0,OK
A,A11,ZDT6_M2,30,30,0,0,OK
A,A11,WFG4_M2,30,30,0,0,OK
A,A11,WFG9_M2,30,30,0,0,OK
A,A11,DTLZ1_M3,30,30,0,0,OK
A,A11,DTLZ2_M3,30,30,0,0,OK
A,A11,DTLZ4_M3,30,30,0,0,OK
A,A11,DTLZ7_M3,30,30,0,0,OK
A,A11,WFG2_M3,30,30,0,0,OK
A,A11,WFG5_M3,30,30,0,0,OK
A,A11,MaF1_M3,30,30,0,0,OK
A,A11,MaF5_M3,30,30,0,0,OK
A,A14,ZDT1_M2,30,30,0,0,OK
A,A14,ZDT6_M2,30,30,0,0,OK
A,A14,WFG4_M2,30,30,0,0,OK
A,A14,WFG9_M2,30,30,0,0,OK
A,A14,DTLZ1_M3,30,30,0,0,OK
A,A14,DTLZ2_M3,30,30,0,0,OK
A,A14,DTLZ4_M3,30,30,0,0,OK
A,A14,DTLZ7_M3,30,30,0,0,OK
A,A14,WFG2_M3,30,30,0,0,OK
A,A14,WFG5_M3,30,30,0,0,OK
A,A14,MaF1_M3,30,30,0,0,OK
A,A14,MaF5_M3,30,30,0,0,OK
A,A17,ZDT1_M2,30,30,0,0,OK
A,A17,ZDT6_M2,30,30,0,0,OK
A,A17,WFG4_M2,30,30,0,0,OK
A,A17,WFG9_M2,30,30,0,0,OK
A,A17,DTLZ1_M3,30,30,0,0,OK
A,A17,DTLZ2_M3,30,30,0,0,OK
A,A17,DTLZ4_M3,30,30,0,0,OK
A,A17,DTLZ7_M3,30,30,0,0,OK
A,A17,WFG2_M3,30,30,0,0,OK
A,A17,WFG5_M3,30,30,0,0,OK
A,A17,MaF1_M3,30,30,0,0,OK
A,A17,MaF5_M3,30,30,0,0,OK
A,A20,ZDT1_M2,30,30,0,0,OK
A,A20,ZDT6_M2,30,30,0,0,OK
A,A20,WFG4_M2,30,30,0,0,OK
A,A20,WFG9_M2,30,30,0,0,OK
A,A20,DTLZ1_M3,30,30,0,0,OK
A,A20,DTLZ2_M3,30,30,0,0,OK
A,A20,DTLZ4_M3,30,30,0,0,OK
A,A20,DTLZ7_M3,30,30,0,0,OK
A,A20,WFG2_M3,30,30,0,0,OK
A,A20,WFG5_M3,30,30,0,0,OK
A,A20,MaF1_M3,30,30,0,0,OK
A,A20,MaF5_M3,30,30,0,0,OK
A,A23,ZDT1_M2,30,30,0,0,OK
A,A23,ZDT6_M2,30,30,0,0,OK
A,A23,WFG4_M2,30,30,0,0,OK
A,A23,WFG9_M2,30,30,0,0,OK
A,A23,DTLZ1_M3,30,30,0,0,OK
A,A23,DTLZ2_M3,30,30,0,0,OK
A,A23,DTLZ4_M3,30,30,0,0,OK
A,A23,DTLZ7_M3,30,30,0,0,OK
A,A23,WFG2_M3,30,30,0,0,OK
A,A23,WFG5_M3,30,30,0,0,OK
A,A23,MaF1_M3,30,30,0,0,OK
A,A23,MaF5_M3,30,30,0,0,OK
A,A26,ZDT1_M2,30,30,0,0,OK
A,A26,ZDT6_M2,30,30,0,0,OK
A,A26,WFG4_M2,30,30,0,0,OK
A,A26,WFG9_M2,30,30,0,0,OK
A,A26,DTLZ1_M3,30,30,0,0,OK
A,A26,DTLZ2_M3,30,30,0,0,OK
A,A26,DTLZ4_M3,30,30,0,0,OK
A,A26,DTLZ7_M3,30,30,0,0,OK
A,A26,WFG2_M3,30,30,0,0,OK
A,A26,WFG5_M3,30,30,0,0,OK
A,A26,MaF1_M3,30,30,0,0,OK
A,A26,MaF5_M3,30,30,0,0,OK
A,A29,ZDT1_M2,30,30,0,0,OK
A,A29,ZDT6_M2,30,30,0,0,OK
A,A29,WFG4_M2,30,30,0,0,OK
A,A29,WFG9_M2,30,30,0,0,OK
A,A29,DTLZ1_M3,30,30,0,0,OK
A,A29,DTLZ2_M3,30,30,0,0,OK
A,A29,DTLZ4_M3,30,30,0,0,OK
A,A29,DTLZ7_M3,30,30,0,0,OK
A,A29,WFG2_M3,30,30,0,0,OK
A,A29,WFG5_M3,30,30,0,0,OK
A,A29,MaF1_M3,30,30,0,0,OK
A,A29,MaF5_M3,30,30,0,0,OK
A,A32,ZDT1_M2,30,30,0,0,OK
A,A32,ZDT6_M2,30,30,0,0,OK
A,A32,WFG4_M2,30,30,0,0,OK
A,A32,WFG9_M2,30,30,0,0,OK
A,A32,DTLZ1_M3,30,30,0,0,OK
A,A32,DTLZ2_M3,30,30,0,0,OK
A,A32,DTLZ4_M3,30,30,0,0,OK
A,A32,DTLZ7_M3,30,30,0,0,OK
A,A32,WFG2_M3,30,30,0,0,OK
A,A32,WFG5_M3,30,30,0,0,OK
A,A32,MaF1_M3,30,30,0,0,OK
A,A32,MaF5_M3,30,30,0,0,OK
A,A35,ZDT1_M2,30,30,0,0,OK
A,A35,ZDT6_M2,30,30,0,0,OK
A,A35,WFG4_M2,30,30,0,0,OK
A,A35,WFG9_M2,30,30,0,0,OK
A,A35,DTLZ1_M3,30,30,0,0,OK
A,A35,DTLZ2_M3,30,30,0,0,OK
A,A35,DTLZ4_M3,30,30,0,0,OK
A,A35,DTLZ7_M3,30,30,0,0,OK
A,A35,WFG2_M3,30,30,0,0,OK
A,A35,WFG5_M3,30,30,0,0,OK
A,A35,MaF1_M3,30,30,0,0,OK
A,A35,MaF5_M3,30,30,0,0,OK
A,A38,ZDT1_M2,30,30,0,0,OK
A,A38,ZDT6_M2,30,30,0,0,OK
A,A38,WFG4_M2,30,30,0,0,OK
A,A38,WFG9_M2,30,30,0,0,OK
A,A38,DTLZ1_M3,30,30,0,0,OK
A,A38,DTLZ2_M3,30,30,0,0,OK
A,A38,DTLZ4_M3,30,30,0,0,OK
A,A38,DTLZ7_M3,30,30,0,0,OK
A,A38,WFG2_M3,30,30,0,0,OK
A,A38,WFG5_M3,30,30,0,0,OK
A,A38,MaF1_M3,30,30,0,0,OK
A,A38,MaF5_M3,30,30,0,0,OK
A,A41,ZDT1_M2,30,30,0,0,OK
A,A41,ZDT6_M2,30,30,0,0,OK
A,A41,WFG4_M2,30,30,0,0,OK
A,A41,WFG9_M2,30,30,0,0,OK
A,A41,DTLZ1_M3,30,30,0,0,OK
A,A41,DTLZ2_M3,30,30,0,0,OK
A,A41,DTLZ4_M3,30,30,0,0,OK
A,A41,DTLZ7_M3,30,30,0,0,OK
A,A41,WFG2_M3,30,30,0,0,OK
A,A41,WFG5_M3,30,30,0,0,OK
A,A41,MaF1_M3,30,30,0,0,OK
A,A41,MaF5_M3,30,30,0,0,OK
A,A44,ZDT1_M2,30,30,0,0,OK
A,A44,ZDT6_M2,30,30,0,0,OK
A,A44,WFG4_M2,30,30,0,0,OK
A,A44,WFG9_M2,30,30,0,0,OK
A,A44,DTLZ1_M3,30,30,0,0,OK
A,A44,DTLZ2_M3,30,30,0,0,OK
A,A44,DTLZ4_M3,30,30,0,0,OK
A,A44,DTLZ7_M3,30,30,0,0,OK
A,A44,WFG2_M3,30,30,0,0,OK
A,A44,WFG5_M3,30,30,0,0,OK
A,A44,MaF1_M3,30,30,0,0,OK
A,A44,MaF5_M3,30,30,0,0,OK
A,A47,ZDT1_M2,30,30,0,0,OK
A,A47,ZDT6_M2,30,30,0,0,OK
A,A47,WFG4_M2,30,30,0,0,OK
A,A47,WFG9_M2,30,30,0,0,OK
A,A47,DTLZ1_M3,30,30,0,0,OK
A,A47,DTLZ2_M3,30,30,0,0,OK
A,A47,DTLZ4_M3,30,30,0,0,OK
A,A47,DTLZ7_M3,30,30,0,0,OK
A,A47,WFG2_M3,30,30,0,0,OK
A,A47,WFG5_M3,30,30,0,0,OK
A,A47,MaF1_M3,30,30,0,0,OK
A,A47,MaF5_M3,30,30,0,0,OK
